id,movie_id,imdb_id,title,description,genres
7530,381237,6251024,Office Uprising,The compound of an arms manufacturer turns into a zombie nightmare when its workers are given the wrong formula.,"[35, 27, 28]"
7531,17360,83284,Escape to Victory,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,"[18, 10752]"
7532,9692,361127,The Woodsman,A paedophile returns to his hometown after 12 years in prison and attempts to start a new life.,[18]
7533,236399,3074694,Flowers in the Attic,"After the sudden death of their father, four children face cruel treatment from their ruthless grandmother.","[18, 9648, 53, 10770]"
7534,14550,97235,The Dream Team,This morning they were playing ping-pong in the hospital rec room. Now they're lost in New York and framed for murder. This was never covered in group therapy.,[35]
7535,20096,101523,The Butcher's Wife,"A clairvoyant woman thinks that she's met her future husband because she's seen him in a dream. They marry and he takes her back to his butcher shop in New York city, where her powers tend to influence everyone she meets while working in the shop. Through her advice, she helps others and eventually finds the true man of her dreams.","[35, 14, 878, 10749]"
7536,13975,910905,In the Electric Mist,"Lt. Dave Robicheaux, a detective in New Iberia, Louisiana, is trying to link the murder of a local hooker to New Orleans mobster Julie (Baby Feet) Balboni, who is co-producer of a Civil War film. At the same time, after Elrod Sykes, the star of the film, reports finding another corpse in the Atchafalaya Swamp near the movie set, Robicheaux starts another investigation, believing the corpse to be the remains of a black man who he saw being murdered 35 years before.","[80, 18, 9648, 53]"
7537,673214,9450078,New Men,"New Men chronicles one year in the life of a Russian Orthodox monastery in rural West Virginia. The monk's reflections on shedding former identities to embrace new lives of prayerful asceticism are woven together with rarely seen moments of the communityâ€™s 1,700-year-old monastic tradition. As the brotherhood prepares for Pascha, the most important Orthodox holiday, Father Justin contemplates his upcoming final vows to live in the monastery until his death.",[]
7538,24556,424228,The Land Before Time XI: Invasion of the Tinysauruses,"While trying to obtain ""Tree Sweets"", Littlefoot into the tree and knocks down all the blossoms, attracting the Tinysauruses. They devour the plants and disappear. But Littlefoot isn't blamed for the disappearance, instead he accidentally makes the adults believe the tiny dinosaurs were the main cause. Now Littlefoot and his friends must protect the tiny herd and learn the value of honesty.","[16, 14, 878, 10751]"
7539,326215,3411432,Ooops! Noah is Gone...,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, two Grymps, they think they're safe. Until the curious kids fall off the Ark. Now Finny and Leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while Dave and Hazel must put aside their differences, turn the Ark around and save their kids. It's definitely not going to be smooth sailing.","[12, 16, 35, 10751]"
7540,134366,2231554,Grave Encounters 2,"Tortured by the ghosts of the demonized insane asylum that killed the crew of GRAVE ENCOUNTERS, film students fight to escape death as their own paranormal investigation goes terribly wrong in this horrifying sequel.",[27]
7541,56715,189192,Just Visiting,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. Remake of  1993 French film Les Visiteurs (The Visitors).","[35, 14, 878]"
7542,655831,,Tarung Sarung,Plot unknown.,[18]
7543,30072,256276,Possession,"Maud Bailey, a brilliant English academic, is researching the life and work of poet Christabel La Motte. Roland Michell is an American scholar in London to study Randolph Henry Ash, now best-known for a collection of poems dedicated to his wife. When Maud and Roland discover a cache of love letters that appear to be from Ash to La Motte, they follow a trail of clues across England, echoing the journey of the couple over a century earlier.","[18, 9648, 10749]"
7544,19067,75968,The Duellists,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.","[18, 10752]"
7545,9903,462338,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.","[35, 18]"
7546,45752,1731767,Scooby-Doo! Camp Scare,Scooby and the gang experience outdoor fun as they go back to Fred's old summer camp.,"[16, 35, 10751]"
7547,661,79095,The Marriage of Maria Braun,"Near the end of World War II, Maria marries Hermann, who is immediately sent off to battle. When the war concludes, Maria believes that Hermann is dead. She starts working at an Allied bar, where she meets American soldier Bill. They start a relationship that is interrupted when Hermann returns alive. During a scuffle between the men, Maria accidentally kills Bill. Hermann takes the blame and goes to jail, while Maria begins a hard new life.",[18]
7548,15616,1034320,Private Valentine: Blonde & Dangerous,"When fluffy, bubble gum movie star Megan Valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the U.S. Army hoping in vain that it will change her life.","[12, 35, 18, 10752]"
7549,26263,92857,Death Wish 4: The Crackdown,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey (Charles Bronson) takes on the local drug cartel.","[28, 80, 53]"
7550,6478,363473,Beyond the Sea,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his life.","[18, 10402]"
7551,405882,3113696,Don't Kill It,"Demon hunter, Jebediah Huntley teams up with an FBI agent to battle a supernatural force in the southern state of Mississippi.","[14, 27]"
7552,262481,2246565,An Honest Liar,"An Honest Liar tells the incredible story of the world-famous magician, escape artist, and world-renowned enemy of deception, James 'The Amazing' Randi. The film brings to life Randi's intricate investigations that publicly exposed psychics, faith healers, and con-artists with quasi-religious fervor. A master deceiver who came out of the closet at the age of 81, Randi created fictional characters, fake psychics, and even turned his partner of 25 years, Jose Alvarez, into a sham guru names Carlos.","[36, 35, 99]"
7553,249688,3416744,The End of the Tour,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",[18]
7554,10642,217630,Loser,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.","[35, 10749]"
7555,565719,9358044,Hail Satan?,"A look at the intersection of religion and activism, tracing the rise of The Satanic Temple: only six years old and already one of the most controversial religious movements in American history. The Temple is calling for a Satanic revolution to save the nation's soul. But are they for real?",[99]
7556,282848,2986512,Doctor Who: The Time of the Doctor,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.","[18, 878, 10770]"
7557,340487,4468634,Certain Women,Three strong-willed women strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer forced to subdue a troubled client; a wife and mother whose plans to construct her dream home reveal fissures in her marriage; and a lonely ranch hand who forms an ambiguous bond with a young law student.,[18]
7558,21484,82933,Possession,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",[27]
7559,105001,2557256,Iceman,"In the Ming Dynasty, there lives four orphans, Ying, Sao, Yuanlong and Niehu. Raised in Taoyuan Village, the four are as closed as brothers. Their exceptional martial arts skills allows them to reach the highest rank within the imperial guards. After the four successfully killed the Japanese troop leader, the Emperor orders Ying to escort the Golden Wheel of Time from Sindu (now India) back to the capital, which is said to have the power of time travel and foresee into the future.  Now in 2013, Squire Tang, funded by a mysterious financer, digs up three ancient icemen from the outskirt of China; they are Ying, Sao and Niehu. As he is transferring the icemen to Hong Kong for further studies, the vehicle involves in a traffic accident which, unexpectedly, defrosts Ying...","[12, 36, 28, 878, 35, 14, 36]"
7560,667141,10309552,12 Hour Shift,"It's 1998 and over the course of one 12 Hour Shift at an Arkansas Hospital, A Junkie Nurse, Her Scheming Cousin and a group of black market Organ-Trading criminals start a heist that could lead to all of their demise.",[53]
7561,390520,5598216,Team Foxcatcher,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",[99]
7562,17908,156812,My Dog Skip,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.","[35, 18]"
7563,13567,86320,Sleepaway Camp,"Slightly disturbed and painfully shy Angela Baker is sent away to summer camp with her cousin. Not long after Angela's arrival, things start to go horribly wrong for anyone with sinister or less than honorable intentions.",[27]
7564,918,92666,Blind Date,"When bachelor Walter Davis (Bruce Willis) is set up with his sister-in-law's pretty cousin, Nadia Gates (Kim Basinger), a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted (Phil Hartman), tells him not to let Nadia drink alcohol, but he dismisses the warning, and her behavior gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David (John Larroquette) relentlessly follows them around town.","[35, 10749]"
7565,479626,7357302,Avicii: True Stories,"Documentary about the arena-packing Swedish DJ, chronicling his explosive rise to fame and surprising decision to retire from live performances in 2016.","[99, 10402]"
7566,14070,1166100,Ghajini,Sanjay a rich tycoon suffering from short term memory loss due to being hit by a metal pole when trying to intervene on his girlfriend's murder. Because of this his memory can only last for 15 minutes and he doesn't remember events or incidents that have happened before in his life.,"[28, 18, 9648, 53]"
7567,14310,374339,Infernal Affairs III,"Infernal Affairs III is a 2003 Hong Kong crime thriller film directed by Andrew Lau and Alan Mak. It is the third installment in the Infernal Affairs film series, and is both a sequel and a semi-prequel to the original film, as it intercuts events before and after the events in the original.","[28, 80, 18]"
7568,8141,796375,You Kill Me,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.","[35, 80, 53, 10749]"
7569,437311,3469798,Orbiter 9,"Helena, a young woman on a deep space mission, has been alone for 20 years. Her parents abandoned ship after a technical malfunction made it impossible for all three of them to reach their intended destination. Alex, an isolated engineer, is about to enter her life and turn her world upside down.","[18, 878, 10749]"
7570,251852,2396721,The Scribbler,"Suki is a young woman confronting her destructive mental illness using ""The Siamese Burn,"" an experimental machine designed to eliminate multiple personalities. The closer Suki comes to being ""cured,"" she's haunted by a thought... what if the last unwanted identity turns out to be her?",[53]
7571,444513,6616074,Amy Schumer: The Leather Special,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",[35]
7572,9918,385726,Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.","[18, 36]"
7573,31608,98471,Three Fugitives,"On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise money so that he can keep his daughter, Meg, and get her the treatment she needs. Dugan, a detective, assumes Lucas helped plan the robbery, and hence Lucas, Perry and Meg become three fugitives.",[35]
7574,296523,2461520,Man Down,A haunted Afghanistan war veteran attempts to come to terms with his past while searching for his family in a post-apocalyptic America.,[53]
7575,27327,71994,Phantom of the Paradise,"In this rock opera hybrid of Phantom of the Opera and Faust, fledgling singer-songwriter Winslow Leach finds himself double-crossed by the nefarious music producer Swan, who steals both his music and the girl Leach wants to sing it, Phoenix, for the grand opening of his rock palace, The Paradise. After Swan sends Leach to prison for trespassing, Leach endures a freak accident which leaves him disfigured and plans his revenge on both Swan and The Paradise, becoming the Phantom of the Paradise.","[35, 14, 27, 10402, 53]"
7576,9613,278731,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.","[18, 9648, 53]"
7577,2107,102250,L.A. Story,"With the help of a talking freeway billboard, a ""wacky weatherman"" tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles.","[35, 18, 14, 10749]"
7578,20606,1023500,Doghouse,Six men with mid-life anxiety set out for a weekend in the country in an attempt to reconnect with their masculinity. What they find is a catastrophe so horrible and bizarre that a mid-life crisis turns out to be exactly what they need to survive it...,"[35, 27]"
7579,418437,3462710,Unforgettable,"Julia moves in with her fiancÃ©, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.","[18, 53]"
7580,331446,3899796,Sharknado 3: Oh Hell No!,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.","[28, 12, 35, 878, 10770]"
7581,318121,2452386,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.","[35, 18]"
7582,681631,7904182,Jurassic Thunder,"When a covert desert base is forced to divert World War III against a formidable adversary, a group of commandos and weaponized dinosaurs are hired to get the job done.",[28]
7583,10390,126916,For Love of the Game,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.","[18, 10749]"
7584,13570,80040,Tourist Trap,"After their car breaks down, a group of young travelers find themselves stranded at a roadside museum run by the mysterious Mr. Slausen and populated by his collection of supernatural mannequins.","[27, 9648, 53]"
7585,82650,2023453,Diary of a Wimpy Kid: Dog Days,"It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.","[35, 10751]"
7586,240629,3311384,The Class Of '92,"'The Class of 92' details the rise to prominence and global sporting superstardom of six supremely talented young Manchester United football players (David Beckham, Nicky Butt, Ryan Giggs, Paul Scholes, Phil and Gary Neville). The film covers the period 1992-1999, culminating in Manchester United's European Cup triumph. At the heart of the film is the tale of how six 14 year-old working class boys from diverse backgrounds came together to play for the same club, became the spine of the most lauded team in world football, and who throughout their period of unparalleled success remained best friends.",[99]
7587,300467,2251281,Dark Was the Night,"An evil is unleashed in a small town when a logging company sets up shop in the neighboring woods. Isolated and threatened, a mysterious force hidden within the trees outside the small town of Maiden Woods, strikes fear in the townspeople as Sheriff Paul Shields attempts to overcome the demons of his past while protecting those that he loves.","[27, 53]"
7588,37498,120724,Knock Off,"Marcus Ray (Jean-Claude Van Damme), a sales representative for ""V SIX"" jeans, and his partner, Tommy Hendricks (Rob Schneider), are about to be busted for selling ""knock off"" jeans. Their American contact, Karan Leigh, who by the way is not only their employer but a CIA agent sent to find the mole in their operation, is threatening them with a jail term if they do not prove their innocence.","[28, 12, 53]"
7589,501929,7979580,Connected,Katie Mitchell is accepted into the film school of her dreams. Her whole family drives Katie to school together when their plans are interrupted by a tech uprising. The Mitchells will have to work together to save the world.,"[12, 16, 35, 878, 10751]"
7590,31121,73692,Shampoo,"George Roundy is a Beverly Hills hairstylist whose uncontrolled libido stands between him and his ambitions. He wants the security of a relationship. He wants to be a hairdressing ""star"" and open his own salon. But the fact that he beds down with the wife, daughter and mistress of a potential backer doesn't help. It also does little for his relationship with his current girlfriend.","[35, 18, 10749]"
7591,414001,3319730,The Mercy,"In 1968, Donald Crowhurst, an amateur sailor, endangers the fate of his family and business, and his own life, blinded by his ambition to compete in the Sunday Times Golden Globe Race, attempting to become the first person in history to single-handedly circumnavigate the world without making any stopover.","[12, 18]"
7592,17809,110200,Fist of Legend,"Chen Zhen, a Chinese engineering student in Kyoto, who braves the insults and abuse of his Japanse fellow students for his local love Mitsuko Yamada, daughter of the director, returns in 1937 to his native Shangai, under Japanse protectorate -in fact military occupation- after reading about the death of his kung-fu master Hou Ting-An in a fight against the Japanese champion Ryuichi Akutagawa.",[28]
7593,193612,2235779,The Quiet Ones,"A university student and some classmates are recruited to carry out a private experiment -- to create a poltergeist. Their subject: an alluring, but dangerously disturbed young woman. Their quest: to explore the dark energy that her damaged psyche might manifest. As the experiment unravels along with their sanity, the rogue PHD students, led by their determined professor, are soon confronted with a terrifying reality: they have triggered an unspeakable force with a power beyond all explanation.",[27]
7594,12577,282552,Riders,"An entrepreneurial criminal, Slim (Dorff) is as smart as they come. Cocky and confident, he assembles a team of risk-taking rush-seekers to pull off a series of five bank heists, each time using a different extreme sport to make the getaway. Following an unexpected windfall on only their second job, the gang nets $20 million in untraceable bonds. Having scored enough money to retire on, Slim and his crew decide to call the robbery game quits. But both the mob and the police have other plans in mind for Slim: they want him to keep working, for them.","[28, 80, 53]"
7595,11091,200027,Riding in Cars with Boys,"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.","[35, 18, 10749]"
7596,11062,115907,City Hall,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.","[18, 53]"
7597,531735,7942936,Ibiza,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",[35]
7598,276839,2802136,Home Sweet Hell,"Mona and Donâ€™s seemingly perfect suburban bliss is disrupted by a sexy extortionist and Mona will stop at nothing, including killing the competition, to keep her little slice of heaven.","[35, 18]"
7599,426254,4978710,Marjorie Prime,A service which creates holographic projections of late family members allows an elderly woman to spend time with a younger version of her deceased husband.,"[18, 9648]"
7600,229296,3165608,Justin Bieber's Believe,A backstage and on-stage look at Justin Bieber during his rise to super stardom.,"[99, 10402]"
7601,21531,269743,Barking Dogs Never Bite,An idle part-time college lecturer is annoyed by the yapping sound of a nearby dog. He decides to take drastic action.,[35]
7602,12254,118308,Emma,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.","[35, 18, 10749]"
7603,1619,202677,The Way of the Gun,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,"[28, 80, 18, 53]"
7604,161143,2702348,Madly Madagascar,"Your favorite Madagascar pals are back in an all-new adventure! Alex's favorite holiday, Valentine's Day, brings hilarious surprises and excitement for the entire gang. Melman plans a big surprise for Gloria, Marty tries to impress a new friend and everyone wants to get their hands on King Julien's love potion. You'll fall in LOVE with Madly Madagascar!","[16, 35, 10751]"
7605,17577,1147687,The Devil's Tomb,"Captain Mack leads an elite military unit on a search for a missing scientist, and comes face-to-face with an an ancient evil lying beneath the Middle Eastern desert. Evil that is not of this world. Evil that should never be unearthed.","[28, 27, 878, 53]"
7606,256962,1810683,Little Boy,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,"[35, 18, 10752]"
7607,69778,1231586,A Good Old Fashioned Orgy,A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,[35]
7608,10646,246989,Tomcats,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!","[35, 10749]"
7609,674942,11766318,Homeward,A boastful elf and his prank-happy orc brother must learn to work together to stop a fiendish orc gang from retrieving a magical stone that will give them the power to take over the world.,"[12, 16, 35, 14, 10751]"
7610,84309,2073029,Marina AbramoviÄ‡: The Artist Is Present,Performance artist Marina Abramovic prepares for a major retrospective of her work at the Museum of Modern Art in New York.,[99]
7611,308638,2690138,The D Train,"With his 20th reunion looming, Dan canâ€™t shake his high school insecurities. In a misguided mission to prove heâ€™s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.","[18, 35]"
7612,17159,92948,Eddie Murphy Raw,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",[35]
7613,8738,80736,The Final Countdown,"In 1980, the US Navy's most powerful warship, the USS Nimitz, is caught in a storm during routine maneuvers in the Pacific. Enveloped by a strange green light, the ship passes through a vortex and when they emerge, their communications have been cut off. The ship's Captain sends out a patrol and the F-14 pilots are shocked to encounter vintage Japanese warplanes.","[28, 878, 10752]"
7614,21778,357111,RRRrrrr!!!,"37 000 years ago, two neighboring tribes lived in peace ... not fully in peace. While the tribe clean hair flowed peaceful days by keeping to herself the secret formula shampoo, Tribe Hair Sales lamented. Its leader decided to send a spy to steal the recipe ...",[35]
7615,27088,84234,The Last American Virgin,"The friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals.",[35]
7616,9458,118966,Desperate Measures,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.","[28, 18, 53]"
7617,284294,3505712,Time Out of Mind,"Evicted from his squat and suddenly alone on the streets, George is a man without a home. Struggling with his demons and desperately trying to connect with the daughter he abandoned, he navigates the system, hustling for change and somewhere safe and quiet to gather his thoughts. But the streets are relentless and soon, George finds himself teetering on the edge, alone and abandoned.",[18]
7618,9469,124718,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,[18]
7619,9548,98987,The Adventures of Ford Fairlane,"Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?","[28, 35, 80, 9648, 53]"
7620,11564,83739,Class of 1984,"Andy is a new teacher at a inner city high school that is like nothing he has ever seen before. There is metal detectors at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.","[28, 80, 18, 53]"
7621,501591,6718730,Born a King,"A coming-of-age story set in 1919 about 14 year old Faisal, an Arab prince who is dispatched from the deserts of Arabia to London by his warrior father, Prince Abd Al-Aziz, on a high stakes diplomatic mission to secure the formation of his country.",[18]
7622,16394,384696,Winnie the Pooh: Springtime with Roo,"Spring has sprung, and baby Roo is excited to get out and explore and make new friends. But Rabbit seems preoccupied with spring cleaning, instead of embracing his usual role of playing Easter Bunny. Leave it to Roo to show Rabbit -- through love -- that it's more important who you love and not who's in charge.","[16, 10751]"
7623,31225,100332,Paris Is Burning,"Where does voguing come from, and what, exactly, is throwing shade? This landmark documentary provides a vibrant snapshot of the 1980s through the eyes of New York City's African American and Latinx Harlem drag-ball scene. Made over seven years, PARIS IS BURNING offers an intimate portrait of rival fashion ""houses,"" from fierce contests for trophies to house mothers offering sustenance in a world rampant with homophobia, transphobia, racism, AIDS, and poverty. Featuring legendary voguers, drag queens, and trans women â€” including Willi Ninja, Pepper LaBeija, Dorian Corey, and Venus Xtravaganza â€” PARIS IS BURNING brings it, celebrating the joy of movement, the force of  eloquence, and the draw of community.",[99]
7624,16241,77269,The Boys from Brazil,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich.,"[18, 27, 878, 53]"
7625,59306,113119,Friend of the Family,A free-spirited natural beauty teaches an entire family to reconnect with their own sexuality. Elke is invited to stay with the Stillman family in their luxurious home in Malibu. The outward appearances of a happy and successful family soon dissolve as Elke finds each to have emotional and sexual problems that only she can help them overcome.,"[28, 18, 53]"
7626,9838,89421,King Solomon's Mines,"Ever in search of adventure, explorer Allan Quatermain agrees to join the beautiful Jesse Huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of King Solomon. As the kidnappers, led by sinister German military officer Bockner, journey into the wilds of Africa, Allan and Jesse track the party and must contend with fierce natives and dangerous creatures, among other perils.","[28, 12, 35]"
7627,207774,2781832,The Borderlands,"Vatican investigators are sent to the British West Country to investigate paranormal activity, and they find the events are more disturbing than they first imagined.",[27]
7628,10845,264323,2001 Maniacs,"On their way to Spring Break, college kids take a detour through an old Southern town. The people of Pleasant Valley insist the kids stay for their annual barbecue celebration... but instead of getting a taste of the old South, the old South gets a taste of them!","[35, 27]"
7629,47931,1555149,Elite Squad: The Enemy Within,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain AndrÃ© Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.","[28, 80, 18]"
7630,590978,10215424,Liam Gallagher: As It Was,"The emotional story of how one of the greatest rock frontmen went from the dizzying heights of his champagne supernova years in Oasis to living on the edge ostracised lost in the musical wilderness of boredom, booze and bitter legal battles.","[99, 10402]"
7631,39346,118824,Casper: A Spirited Beginning,"A prequel to the first animated/live-action Casper feature, Casper: A Spirited Beginning introduces the friendliest ghost you'll ever know and explains how Casper met and befriended the other ghouls at Applegate Manor. After being stranded, Casper meets young Chris Carson, a lonely kid who decides to teach Casper how to be a proper ghost","[35, 14, 10751]"
7632,18094,1157605,Anvil! The Story of Anvil,"At 14, best friends Robb Reiner and Lips made a pact to rock together forever. Their band, Anvil, hailed as the ""demi-gods of Canadian metal, "" influenced a musical generation that includes Metallica, Slayer, and Anthrax,. Following a calamitous European tour, Lips and Robb, now in their fifties, set off to record their 13th album in one last attempt to fulfill their boyhood dreams","[99, 10402]"
7633,570503,10763618,Tune in for Love,"In 1994, on the first day that Yoo Yeul went on air as the new DJ of the popular radio show â€˜Music Album,' a college girl Mi-su meets Hyun-woo who happens to drop by the bakery she works at. Like the music streaming from the radio, their frequencies slowly come in sync; even when they're apart, the show brings them together through ebbs and flows of events arising from both pure coincidence and inevitability, until the bitter reality sets in and drives them apart...","[18, 10749]"
7634,25676,485976,Rob-B-Hood,"For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?","[28, 35, 18]"
7635,13997,115697,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",[35]
7636,825,145734,Playing by Heart,"Eleven articulate people work through affairs of the heart in L.A. Paul produces Hannah's TV cooking show. Mark is dying of AIDS. Men have scalded Meredith so she rebuffs Trent's charm, but he persists. The trendy, prolix Joan tries to pull the solitary Keenan into her orbit. An adulterous couple meet at hotels for evening sex. Hugh tells tall tales, usually tragic, to women in bars.",[18]
7637,586595,8358220,After Midnight,"Dealing with a girlfriend suddenly leaving is tough enough. But for Hank, heartbreak couldnâ€™t have come at a worse time. Thereâ€™s also a monster trying to break through his front door every night.","[18, 27, 10749]"
7638,10133,284978,Cypher,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.","[9648, 878, 53]"
7639,239566,2473602,Get on Up,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,[18]
7640,467936,6040662,The Children Act,"In the midst of a marital crisis, a High Court judge must decide if she should order a life-saving blood transfusion for a teen with cancer despite his family's refusal to accept medical treatment for religious reasons.",[18]
7641,413052,3173594,Hacker,"Alex, an immigrant from Ukraine comes to Canada and becomes involved with an online criminal organization called Darkweb. What starts off as a way to help his parents financially, soon becomes a personal vendetta against the entire banking system, when his mother is fired from her job at the bank","[80, 18, 53]"
